schema_version,suite,scope,benchmark_id,group,benchmark,baseline_benchmark,coverage_status,coverage_note,baseline_median_ns,baseline_ci_lower_ns,baseline_ci_upper_ns,current_median_ns,current_ci_lower_ns,current_ci_upper_ns,baseline_nalgebra_median_ns,baseline_nalgebra_ci_lower_ns,baseline_nalgebra_ci_upper_ns,baseline_faer_median_ns,baseline_faer_ci_lower_ns,baseline_faer_ci_upper_ns
1,exact,release-signal,exact_d3/det_errbound,exact_d3,det_errbound,det_errbound,comparable,,3.2973827287459319,3.2966626351444424,3.2988260711232167,3.301854619913609,3.3007505129873378,3.3025672634616923,,,,,,
1,exact,release-signal,exact_d3/det_exact,exact_d3,det_exact,det_exact,comparable,,370.62103034529622,369.86403420087237,371.50005831882476,338.86892309707798,338.46532875716184,339.38967754065999,,,,,,
1,exact,release-signal,exact_d3/det_exact_f64_result,exact_d3,det_exact_f64_result,det_exact_f64_result,comparable,,338.50625261868208,337.96742945629734,339.20691278680931,313.94135072672867,313.19842787807761,314.39031247687871,,,,,,
1,exact,release-signal,exact_d3/det_exact_rounded_f64,exact_d3,det_exact_rounded_f64,det_exact_rounded_f64,comparable,,340.13469534949354,338.83811393849339,341.23260685502839,317.19259036516161,315.97447107081172,318.18263939812238,,,,,,
1,exact,release-signal,exact_d3/det_sign_exact,exact_d3,det_sign_exact,det_sign_exact,comparable,,4.7070801729224563,4.7034109482681714,4.7087691290113822,4.7057575953196054,4.7022504631143072,4.7075229235872253,,,,,,
1,exact,release-signal,exact_d3/solve_exact,exact_d3,solve_exact,solve_exact,comparable,,30841.786697160282,30782.165945165943,30891.305627705628,30602.107463524131,30507.733471074382,30673.99090909091,,,,,,
1,exact,release-signal,exact_d3/solve_exact_f64_result,exact_d3,solve_exact_f64_result,solve_exact_f64_result,comparable,,32798.861609901651,32755.004207024998,32869.908113391983,30919.162885539889,30857.226107226106,30964.459374999999,,,,,,
1,exact,release-signal,exact_d3/solve_exact_rounded_f64,exact_d3,solve_exact_rounded_f64,solve_exact_rounded_f64,comparable,,31458.357638888891,31348.545350609755,31602.896874999999,31603.564459930312,31551.840401785714,31717.042520491803,,,,,,
1,exact,release-signal,exact_d4/det,exact_d4,det,det,comparable,,3.2107365390289107,3.2073757625246007,3.2123307424659502,3.2078095214172038,3.207275625470412,3.2084480682172294,,,,,,
1,exact,release-signal,exact_d4/det_direct,exact_d4,det_direct,det_direct,comparable,,2.3814746678490781,2.3799999033543298,2.3827086124641079,2.3803328914201023,2.3785431672403856,2.381988121518936,,,,,,
1,exact,release-signal,exact_d4/det_direct_with_errbound,exact_d4,det_direct_with_errbound,det_direct_with_errbound,comparable,,6.8088526372894673,6.8048633104768035,6.8122325535580108,6.8210282612150346,6.8155599899080253,6.8248932760945085,,,,,,
